accession_no,company_name,file_date,announcement_type,is_genuine_ai_event,item_codes,item_in_scope,filing_url
0001829864-26-000005:earningsreleaseex991q42025.htm,"TaskUs, Inc.  (TASK)  (CIK 0001829864)",2026-02-25,,,"2.02,5.02,7.01,8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1829864
0001104659-26-021050:tm267374d1_ex99-1.htm,AMAZON COM INC  (AMZN)  (CIK 0001018724),2026-02-27,,,"1.01,7.01,8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1018724
0001829126-26-001911:kalabio_ex99-1.htm,"KALA BIO, Inc.  (KALA)  (CIK 0001479419)",2026-03-04,,,"1.01,3.02,7.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1479419
0001420720-26-000006:ibio-20260309xex99d2.htm,"iBio, Inc.  (IBIO)  (CIK 0001420720)",2026-03-09,,,"7.01,8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1420720
0001104659-26-032468:tm269436d1_ex99-1.htm,"B&G Foods, Inc.  (BGS)  (CIK 0001278027)",2026-03-20,,,"2.01,7.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1278027
0001213900-26-033824:ea028325001ex99-1.htm,"Zedge, Inc.  (ZDGE)  (CIK 0001667313)",2026-03-25,,,"7.01,8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1667313
0001516912-26-000017:a03_31x2026obkinvestorpr.htm,"Origin Bancorp, Inc.  (OBK)  (CIK 0001516912)",2026-04-22,,,"2.02,8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1516912
0001213900-26-048884:ea028818001ex10-1.htm,"Merlin, Inc.  (MRLN)  (CIK 0002028707)",2026-04-29,,,"1.01,3.02,7.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=2028707
0001213900-26-051028:ea0288766-8k_advanced.htm,Advanced Biomed Inc.  (ADVB)  (CIK 0001941029),2026-05-01,,,"2.01,3.02,5.02,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1941029
0001104659-26-055624:tm2613484d1_ex2-1.htm,Vireo Growth Inc.  (VREOF)  (CIK 0001771706),2026-05-05,,,"1.01,7.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1771706
0001594805-26-000022:yearend2025mic.htm,SHOPIFY INC.  (SHOP)  (CIK 0001594805),2026-05-08,,,"8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1594805
0001193125-26-228281:phun-ex99_1.htm,"Phunware, Inc.  (PHUN)  (CIK 0001665300)",2026-05-18,,,"1.01,1.02,5.02,7.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1665300
0001829126-26-005494:libity_8k.htm,Libity  (CIK 0001852889),2026-05-20,,,"5.03,8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1852889
0001213900-26-060075:ea029183701ex99-1.htm,"Hoth Therapeutics, Inc.  (HOTH)  (CIK 0001711786)",2026-05-21,,,"1.01,8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1711786
0001477932-26-003412:class_ex991.htm,"Classover Holdings, Inc.  (KIDZ, KIDZW)  (CIK 0002022308)",2026-05-22,,,"1.01,3.02,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=2022308
0001868419-26-000032:exhibit_2x1xhaloxhavenxx.htm,"Cycurion, Inc.  (CYCU, CYCUW)  (CIK 0001868419)",2026-05-26,,,"1.01,8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1868419
0001213900-26-061575:ea029228001ex99-1.htm,"WhiteFiber, Inc.  (WYFI)  (CIK 0002042022)",2026-05-27,,,"1.01,2.03,7.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=2042022
0000107140-26-000034:exhibit21-wizardepa.htm,"JOHN WILEY & SONS, INC.  (WLY, WLYB)  (CIK 0000107140)",2026-06-02,,,"1.01,2.01,7.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=107140
0000107140-26-000034:exhibit21-wizardepa.htm,"JOHN WILEY & SONS, INC.  (WLY, WLYB)  (CIK 0000107140)",2026-06-02,,,"1.01,2.01,7.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=107140
0001104659-26-072323:tm2617391d1_ex99-1.htm,"B&G Foods, Inc.  (BGS)  (CIK 0001278027)",2026-06-10,,,"1.01,2.03,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1278027
0001193125-26-270351:d156418dex101.htm,"TripAdvisor, Inc.  (TRIP)  (CIK 0001526520)",2026-06-15,,,"1.01,7.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1526520
0001104659-26-076094:tm2618424d1_ex2-1.htm,Booz Allen Hamilton Holding Corp  (BAH)  (CIK 0001443646),2026-06-22,,,"1.01,7.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1443646
0001493152-26-029568:ex99-1.htm,Verses AI Inc.  (VRSSF)  (CIK 0001879001),2026-06-22,,,"5.02,8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1879001
0001213900-26-072056:ea029589401ex99-1.htm,GAXOS.AI INC.  (GXAI)  (CIK 0001895618),2026-06-25,,,"2.01,7.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1895618
0001193125-26-286757:d102657dex22.htm,KORN FERRY  (KFY)  (CIK 0000056679),2026-06-29,,,"1.01,3.02,7.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=56679
0001493152-26-032087:ex10-1.htm,"VERDE RESOURCES, INC.  (VRDR)  (CIK 0001506929)",2026-07-06,,,"1.01,8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1506929
0001104659-26-082254:tm2619967d1_ex2-1.htm,"XWELL, Inc.  (XWEL)  (CIK 0001410428)",2026-07-09,,,"1.01,7.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1410428
0001493152-26-032702:ex99-1.htm,"Roadzen Inc.  (RDZN, RDZNW)  (CIK 0001868640)",2026-07-09,,,"1.01,7.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1868640
0001193125-26-307792:eypt-ex10_2.htm,"EyePoint, Inc.  (EYPT)  (CIK 0001314102)",2026-07-17,,,"1.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1314102
0001336706-26-000059:npb-202606x8kxexx991.htm,NORTHPOINTE BANCSHARES INC  (NPB)  (CIK 0001336706),2026-07-21,,,"2.01,7.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1336706
0001552781-26-000390:e26303_ex2-1.htm,PROGRESS SOFTWARE CORP /MA  (PRGS)  (CIK 0000876167),2026-07-22,,,"1.01,2.02,7.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=876167
0001213900-26-080405:ea029894001ex99-1.htm,"Myseum.AI, Inc.  (MYSE, MYSEW)  (CIK 0001648960)",2026-07-22,,,"8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1648960
0001213900-26-080405:ea029894001ex99-1.htm,"Myseum.AI, Inc.  (MYSE, MYSEW)  (CIK 0001648960)",2026-07-22,,,"8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1648960
0001493152-26-034163:form8-k.htm,"ALPHA MODUS HOLDINGS, INC.  (AMOD, AMODW)  (CIK 0001862463)",2026-07-22,,,"1.01,5.02,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1862463
0001516912-26-000042:a06302026obkexhibit991er.htm,"Origin Bancorp, Inc.  (OBK)  (CIK 0001516912)",2026-07-22,,,"2.02,8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1516912
0001617242-26-000017:krny-20260723xexx992xfin.htm,Kearny Financial Corp.  (KRNY)  (CIK 0001617242),2026-07-23,,,"2.02,7.01,8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1617242
0000950103-26-011104:dp250511_ex1001.htm,Sleep Number Corp  (SNBRQ)  (CIK 0000827187),2026-07-23,,,"1.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=827187
